latitude,longitude,
35.654342,139.565084,
35.67100915,139.73300375,
35.70856829,139.67530779,
35.6982242,139.774657,
35.66817361,139.63689446,
35.67994862,139.76884254,
35.6985844,139.7745995,
35.67100666,139.7330008,
35.71094087,139.95351034,
35.6980624,139.7070897,
35.64812068,139.74565923,
35.68870034,139.60056815,
35.67100652,139.73300064,
35.67317513,139.73637552,
35.65432112,139.7080617,
35.70025263,139.48025465,
35.67316077,139.73637782,
35.67308966,139.73642191,
35.70460838,139.64960064,
35.50856499,139.67601702,
35.46619268,139.62269068,
35.67307204,139.73640827,
35.7069637,139.42331348,
35.653821,139.567215,
35.70854648,139.67542875,
35.6788713,139.77323134,
35.694458,139.792208,
35.64691362,139.70218033,
35.65178045,139.54507429,
35.6932704,139.79179036,
35.65178045,139.54507429,
35.65178045,139.54507429,
35.65178045,139.54507429,
35.73792608,139.76102829,
35.7838523,139.6786941,
35.65534567,139.70824151,
35.65178049,139.54507436,
35.67106683,139.73591665,
35.69329,139.791293,
35.65178055,139.5450735,
35.65707069,139.53021482,
35.71264521,139.77591365,
35.65178055,139.5450735,
35.69789146,139.41386461,
35.72838511,139.74771101,
35.7284266,139.74769159,
35.65795005,139.70075369,
35.652892,139.560152,
35.6978566,139.41392899,
35.67657386,139.62995531,
35.69715647,139.75626723,
35.53676622,139.702878,
35.72834942,139.74753884,
35.53132693,139.69690204,
35.67100686,139.73302509,
35.67884895,139.74031665,
35.69715647,139.75626723,
35.72849674,139.74796149,
35.67296977,139.73700098,
35.67976539,139.76381779,
35.72847411,139.747733,
35.72847809,139.74760048,
35.72851638,139.74773431,
35.71062751,139.77897021,
35.71062751,139.77897021,
35.72845717,139.74756131,
35.6985972,139.98727798,
35.646305,139.709272,
35.6560563,139.69335532,
35.656753,139.564328,
35.70741016,139.64970971,
35.59494379,139.34501901,
35.46619268,139.62269068,
35.55383074,139.51158235,
35.68116583,139.69155469,
35.65954106,139.69546228,
35.62703539,139.72178378,
35.65177726,139.54511245,
35.57742264,139.55844104,
35.71060746,139.7789883,
35.46619268,139.62269068,
35.46589558,139.62193966,
35.71264521,139.77591365,
35.53199049,139.43761826,
35.64596856,139.68179308,
35.652278,139.567403,
35.65176719,139.54516996,
35.46357664,139.53231029,
35.71062282,139.7789584,
35.71063576,139.77894992,
35.64887828,139.918348,
35.6948227,139.6975646,
35.489699,139.627881,
35.46361193,139.53133814,
35.53,139.7,
35.69360398,139.64016911,
35.64596753,139.6817949,
35.67656167,139.62995519,
35.65008157,139.67913407,
35.65008157,139.67913407,
35.65008084,139.67921331,
35.6948646,139.6975592,
35.71062886,139.77896202,
35.71264521,139.77591365,
35.65181142,139.54492291,
35.65181142,139.54492291,
35.69464794,139.70346113,
35.650482,139.56252,
35.7838523,139.6786937,
35.71063455,139.77894074,
35.6853806,139.6833693,
35.71156831,139.95901863,
35.6853698,139.6833767,
35.70472688,139.61892441,
35.6558975,139.7054979,
35.68485311,139.78382707,
35.65178686,139.54496078,
35.65178187,139.54505128,
35.6853841,139.6833731,
35.65178104,139.54506403,
35.70366793,139.64980781,
35.6854158,139.6833414,
35.6764839,139.8331054,
35.6517824,139.54505953,
35.6517824,139.54505953,
35.6517824,139.54505953,
35.6853842,139.683375,
35.6710065,139.73300062,
35.70701934,139.42324394,
35.6710065,139.73300062,
35.654246,139.562731,
35.685387,139.6833723,
35.6710065,139.73300062,
35.72495751,139.61131314,
35.67299186,139.73570875,
35.72845022,139.74768899,
35.67342505,139.73584504,
35.72849163,139.74761625,
35.64691362,139.70218033,
35.72840072,139.74780106,
35.72842184,139.74775816,
35.6853827,139.6833598,
35.67312055,139.73543052,
35.67251185,139.73473088,
35.67207597,139.73422987,
35.6717651,139.73387256,
35.6853966,139.6833533,
35.6765734,139.8330807,
35.6765734,139.8330807,
35.67100826,139.73300264,
35.64909923,139.71087351,
35.652074,139.56593,
35.66487104,139.70338716,
35.67100594,139.73299966,
35.6710065,139.73300062,
35.647374,139.566134,
35.6710065,139.73300062,
35.65188639,139.54449367,
35.6853979,139.6833659,
35.65182582,139.54480331,
35.65182582,139.54480331,
35.6766284,139.3881123,
35.69804707,139.74198378,
35.6766284,139.3881123,
35.65183143,139.54475716,
35.65183143,139.54475716,
35.65183828,139.54474109,
35.65183828,139.54474109,
35.653288,139.564158,
35.65183828,139.54474109,
35.65183828,139.54474109,
35.65183828,139.54474109,
35.65183828,139.54474109,
35.65185313,139.54467319,
35.65185313,139.54467319,
35.668147,139.643636,
35.65182338,139.54488035,
35.70665231,139.42370264,
35.68925376,139.58919645,
35.6766284,139.3881123,
35.70610985,139.42438058,
35.658665,139.549799,
35.68816745,139.72036809,
35.66089084,139.70763914,
35.703761,139.543314,
35.683668,139.6968851,
35.653109,139.566943,
35.66070685,139.69807684,
35.6710065,139.73300062,
35.654863,139.564629,
35.652935,139.564287,
35.694048,139.7046873,
35.77501299,139.90538606,
35.77506194,139.9053278,
35.650109,139.572549,
35.64691362,139.70218033,
35.653386,139.560773,
35.65258,139.559325,
35.653662,139.559902,
35.653575,139.561171,
35.65429,139.560262,
35.654502,139.561601,
35.72842617,139.74763472,
35.657597,139.559874,
35.72835797,139.74773417,
35.67177691,139.73459646,
35.67227086,139.73489598,
35.72835031,139.74802989,
35.72840869,139.74780601,
35.67110166,139.73315249,
35.67101469,139.73305198,
35.69454943,139.81361113,
35.72852621,139.74753934,
35.656005,139.566524,
35.654275,139.573596,
35.656066,139.571318,
35.661141,139.57376,
35.661248,139.574794,
35.661214,139.574856,
35.661189,139.574914,
35.72836338,139.74763258,
35.661167,139.574957,
35.661137,139.574965,
35.72839087,139.74768887,
35.67101174,139.73303349,
35.72837387,139.74772136,
35.6724619,139.73465702,
35.67451925,139.73709184,
35.67451523,139.73705026,
35.67355198,139.7360854,
35.67238455,139.73616228,
35.67246061,139.73638625,
35.661095,139.573044,
35.67246061,139.73638625,
35.67246061,139.73638625,
35.67237657,139.73624864,
35.67197891,139.73529671,
35.67209994,139.73501991,
35.67208755,139.73499703,
35.67214177,139.73503503,
35.67214177,139.73503503,
35.660884,139.571751,
35.67222949,139.73504385,
35.70402735,139.64993866,
35.67262324,139.73615784,
35.6991079,139.7060133,
35.67242416,139.73506656,
35.6725622,139.73528679,
35.6725503,139.73594268,
35.66515893,139.76979911,
35.43691864,139.6072328,
35.43694056,139.60723552,
35.68872833,139.69813538,
35.658908,139.577211,
35.46619268,139.62269068,
35.66089084,139.70763914,
35.67664648,139.76365149,
35.67505157,139.76331353,
35.65835,139.574491,
35.62698622,139.77544934,
35.6269453,139.77773845,
35.62752523,139.77879524,
35.46619268,139.62269068,
35.654119,139.56566,
35.6941823,139.703721,
35.65679936,139.75714445,
35.64833513,139.71081402,
35.61706983,139.73496346,
35.61681289,139.73432485,
35.671723,139.73440416,
35.68137872,139.76608157,
35.653036,139.561948,
35.62697446,139.722856,
35.6697168,139.7201842,
35.67612792,139.64320958,
35.67845487,139.63984609,
35.652563,139.560633,
35.652576,139.560508,
35.652582,139.560476,
35.652611,139.560369,
35.652645,139.560282,
35.60706511,139.73438971,
35.628157,139.739099,
35.607651,139.734349,
35.60624843,139.73484993,
35.63014573,139.74042892,
35.6214486,139.6800745,
35.6214486,139.6800745,
35.69527753,139.69034672,
35.6954752,139.69051674,
35.69527753,139.69034672,
35.6954752,139.69051674,
35.7856647,139.6268583,
35.6214486,139.6800745,
35.655606,139.554294,
35.6337885,139.7157708,
35.6340914,139.7158107,
35.6214486,139.6800745,
35.6308571,139.7211498,
35.677673,139.433537,
35.69080269,139.70027923,
35.6255051,139.7287325,
35.69555879,139.70259157,
35.63581265,139.69343994,
35.62593886,139.7422186,
35.72777124,139.77096319,
35.72900784,139.77134061,
35.65745373,139.7488923,
35.6214486,139.6800745,
35.67333983,139.73588025,
35.65992,139.54981,
35.69080269,139.70027923,
35.69002322,139.70779607,
35.69171374,139.69863474,
35.62025911,139.63991704,
35.49547069,139.64036325,
35.73641488,139.76287492,
35.70537552,139.64986146,
35.66351367,139.7695443,
35.61420058,139.39757932,
35.6191172,139.7255429,
35.77386961,139.77036713,
35.69241954,139.70132232,
35.6909698,139.7022926,
35.660421,139.549059,
35.47649652,139.60539311,
35.7047134,139.64946717,
35.6774802,139.7655553,
35.685597,139.803535,
35.6436285,139.6990948,
35.69002322,139.70779607,
35.6954752,139.69051674,
35.6252114,139.6970152,
35.656972,139.552994,
35.68137872,139.76608157,
35.67100698,139.73300924,
35.7257606,139.7736614,
35.6477451,139.70769735,
35.68955372,139.70258767,
35.69789146,139.41386461,
35.7086384,139.7739263,
35.6879244,139.7551349,
35.66140592,139.76075623,
35.69811799,139.41444397,
35.6830609,139.7216929,
35.66783293,139.71825673,
35.62887074,139.73976323,
35.651681,139.560042,
35.54994821,139.78641272,
35.6855643,139.7008802,
35.72568253,139.71950568,
35.66158365,139.76080071,
35.69080269,139.70027923,
35.77668717,139.74489212,
35.3960352,139.30591358,
35.70582855,139.66579914,
35.7033019,139.6646852,
35.69545615,139.69869375,
35.74964694,139.80514526,
35.39602067,139.31350172,
35.7420187,139.5722215,
35.69080269,139.70027923,
35.7032065,139.663526,
35.6799033,139.768518,
35.6802775,139.7687233,
35.7420466,139.5722242,
35.6985962,139.77301825,
35.7032065,139.663526,
35.7015568,139.6651901,
35.71358467,139.77644287,
35.650531,139.562764,
35.650507,139.562856,
35.69601175,139.43700078,
35.650511,139.562887,
35.70076826,139.42666761,
35.650521,139.562943,
35.650529,139.562977,
35.650536,139.563006,
35.6893653,139.6981659,
35.70048787,139.77178395,
35.50856499,139.67601702,
35.70174536,139.42864403,
35.77741726,139.74767966,
35.68137872,139.76608157,
35.74233684,139.32795346,
35.650968,139.564097,
35.650993,139.564215,
35.70176363,139.42868632,
35.69997164,139.77081031,
35.71358467,139.77644287,
35.77741726,139.74767966,
35.46619268,139.62269068,
35.56247785,139.71106821,
35.72492981,139.48197937,
35.6985613,139.7505691,
35.651181,139.565583,
35.7015466,139.42872926,
35.77741726,139.74767966,
35.70384108,139.59936015,
35.7016381,139.42870821,
35.75786033,139.79472422,
35.7420396,139.5722367,
35.6985962,139.77301825,
35.70168974,139.42880366,
35.67280523,139.73647418,
35.67294433,139.73620269,
35.7565594,139.9804055,
35.672943,139.73620049,
35.70165106,139.42837641,
35.652184,139.56982,
35.6949276,139.7451001,
35.68939589,139.82619524,
35.69439313,139.69280899,
35.70168768,139.42905438,
35.67147615,139.73377831,
35.68137872,139.76608157,
35.67293669,139.73619713,
35.56235565,139.71119776,
35.46532322,139.62431073,
35.6985962,139.77301825,
35.46020789,139.62391511,
35.70177852,139.42873027,
35.4592193,139.62327003,
35.70230879,139.7450316,
35.66538735,139.770512,
35.70051535,139.47906526,
35.70096973,139.50151459,
35.67512075,139.76324877,
35.6988737,139.7714164,
35.65516977,139.70954768,
35.6990372,139.74471509,
35.73286475,139.88160083,
35.65576249,139.89149771,
35.658421,139.583874,
35.68044948,139.76721823,
35.63032189,139.89461906,
35.66853801,139.91523026,
35.69789146,139.41386461,
35.44381981,139.63799,
35.71704056,139.7939866,
35.6954752,139.69051674,
35.69098667,139.70582453,
35.65486406,139.79626715,
35.67250634,139.71086386,
35.70311151,139.58019284,
35.50697736,139.61729648,
35.6755875,139.8712754,
35.67407267,139.66708527,
35.69660467,139.74763728,
35.69807225,139.77548003,
35.5718514,139.6588984,
35.5718514,139.6588984,
35.70491886,139.63591104,
35.6965473,139.7704173,
35.6985962,139.77301825,
35.6723912,139.8719357,
35.71079016,139.56476765,
35.70515766,139.64647433,
35.71079016,139.56476765,
35.71089884,139.56474615,
35.71089014,139.56491173,
35.6723912,139.8719357,
35.710788,139.5648224,
35.663986,139.588858,
35.71080301,139.56474355,
35.6839418,139.8330096,
35.60190811,139.36698362,
35.6839418,139.8330096,
35.6659844,139.8734223,
35.71073508,139.5648287,
35.68137872,139.76608157,
35.66413038,139.52701092,
35.71095842,139.56487838,
35.6986866,139.7717594,
35.71065242,139.56465404,
35.71088577,139.56481382,
35.7420477,139.5722428,
35.6292287,139.6054926,
35.6835883,139.832371,
35.6835883,139.832371,
35.6659844,139.8734223,
35.6835925,139.8323656,
35.6214486,139.6800745,
35.6835959,139.8323622,
35.6835959,139.8323622,
35.6835967,139.8323605,
35.6835968,139.8323603,
35.56266847,139.71361942,
35.6835969,139.8323603,
35.6214486,139.6800745,
35.6801405,139.8329121,
35.6801405,139.8329121,
35.709914,139.809866,
35.69498128,139.38363612,
35.6801405,139.8329121,
35.6801405,139.8329121,
35.6801405,139.8329121,
35.6644458,139.8652516,
35.65562249,139.33904171,
35.6835922,139.8323675,
35.6835922,139.8323675,
35.6837718,139.8317281,
35.6835894,139.83237,
35.6517314,139.54516878,
35.6517314,139.54516878,
35.6517314,139.54516878,
35.52451284,139.7227065,
35.73214124,139.76686774,
35.46619268,139.62269068,
35.73371973,139.76812541,
35.6645041,139.8605532,
35.753258,139.808473,
35.71061929,139.77895898,
35.73025918,139.71136854,
35.753258,139.808473,
35.68147677,139.76779742,
35.665582,139.587147,
35.65761683,139.78393938,
35.68147677,139.76779742,
35.65765349,139.78393773,
35.73356418,139.73976323,
35.63550374,139.53614818,
35.7396823,139.8013403,
35.64698489,139.74649715,
35.6644855,139.8619696,
35.7416013,139.8022624,
35.68137872,139.76608157,
35.6954752,139.69051674,
35.6835923,139.8323644,
35.69080269,139.70027923,
35.71209229,139.79842901,
35.6835881,139.8323689,
35.71209229,139.79842901,
35.6800091,139.736263,
35.6985962,139.77301825,
35.6835938,139.8323626,
35.65763165,139.78396436,
35.6954752,139.69051674,
35.6836204,139.8323424,
35.6800091,139.736263,
35.69080269,139.70027923,
35.71636946,139.77649927,
35.61887335,139.61750845,
35.6353872,139.53951044,
35.69080269,139.70027923,
35.6353881,139.53950973,
35.54270275,139.44414139,
35.668487,139.586547,
35.54395111,139.44516063,
35.709545,139.56453765,
35.70072311,139.77241695,
35.7565594,139.9804055,
35.54478043,139.76855993,
35.6640946,139.8599939,
35.673366,139.587591,
35.673439,139.587633,
35.63408333,139.71575,
35.71090219,139.56484051,
35.6560252,139.69334569,
35.66199896,139.747627,
35.51373721,139.54015407,
35.674873,139.588433,
35.66884376,139.62346986,
35.53183207,139.49468645,
35.70929539,139.56223865,
35.65726265,139.74983002,
35.66372185,139.88143223,
35.43934309,139.36423302,
35.65877707,139.74556192,
35.63014573,139.74042892,
35.56247782,139.71605033,
35.69296642,139.70381397,
35.53199049,139.43761826,
35.71243043,139.77394723,
35.72970912,139.7079742,
35.54270275,139.44414139,
35.71249363,139.77397699,
35.6985962,139.77301825,
35.71250323,139.77430648,
35.55176917,139.78119719,
35.5303638,139.6980834,
35.61969917,139.72855277,
35.68136321,139.53966702,
35.66188,139.70105,
35.49573106,139.44798231,
35.5430944,139.7065723,
35.6639505,139.8599662,
35.5078909,139.6108909,
35.43536372,139.35807444,
35.79123348,139.6913901,
35.680212,139.591355,
35.39680779,139.46539521,
35.71166395,139.77537008,
35.76379502,139.72682476,
35.68557,139.799271,
35.7258655,139.8016188,
35.67860003,139.76892941,
35.53839881,139.45161402,
35.43934309,139.36423302,
35.62557524,139.66482553,
35.6836695,139.8319862,
35.54994821,139.78641272,
35.52639154,139.6976513,
35.6933385,139.7022404,
35.6338943,139.5310986,
35.69101,139.778503,
35.65098572,139.63420105,
35.63305094,139.69108567,
35.66655792,139.7706306,
35.57574318,139.65971208,
35.68137872,139.76608157,
35.55022145,139.78405318,
35.70744898,139.95909333,
35.6781046,139.7645396,
35.64573181,139.74756897,
35.68156827,139.76657778,
35.68137872,139.76608157,
35.64191732,139.51398075,
35.6706763,139.70252395,
35.63452758,139.79161084,
35.37535169,139.50352013,
35.64805571,139.74164227,
35.44140736,139.36668992,
35.68940645,139.69675383,
35.685815,139.5938,
35.68151799,139.7689394,
35.6985962,139.77301825,
35.685958,139.594126,
35.6295353,139.79473829,
35.53132693,139.69690204,
35.65500341,139.70603633,
35.7241132,139.3077911,
35.67512075,139.76324877,
35.56420838,139.72440365,
35.68770538,139.70213771,
35.6754394,139.76289511,
35.69972115,139.7742033,
35.66355,139.8598483,
35.70205613,139.75291729,
35.69080269,139.70027923,
35.6295353,139.79473829,
35.68164016,139.76898909,
35.68131772,139.76866722,
35.55475529,139.78720113,
35.69913707,139.76642582,
35.46999231,139.46142459,
35.46982768,139.4613719,
35.7035416,139.7513938,
35.46415665,139.6202606,
35.72852708,139.7475792,
35.69733383,139.70425129,
35.72847683,139.74765941,
35.72858793,139.74771632,
35.72841221,139.74766251,
35.6966449,139.7901476,
35.52260939,139.73214109,
35.66615796,139.77066666,
35.6985962,139.77301825,
35.68625012,139.99021769,
35.72845688,139.74770174,
35.69540605,139.76182222,
35.68023814,139.70591084,
35.7420766,139.5722606,
35.7420637,139.5722697,
35.65852173,139.70132603,
35.6985962,139.77301825,
35.70205613,139.75291729,
35.65495996,139.74364758,
35.67995821,139.76501942,
35.67634057,139.76970968,
35.73175412,139.56489349,
35.6227467,139.7787337,
35.6200728,139.7786836,
35.690729,139.602364,
35.54994821,139.78641272,
35.69620262,139.69107366,
35.70033975,139.77115899,
35.48871854,139.62666316,
35.66515893,139.76979911,
35.630391,139.7921666,
35.72492379,139.61104384,
35.630647,139.7904354,
35.72893839,139.86252843,
35.6987976,139.77472901,
35.69128867,139.97583652,
35.70794991,139.7090283,
35.75075308,139.87156682,
35.67549605,139.76484776,
35.6458408,139.74478483,
35.58466496,139.74075079,
35.6322128,139.7910896,
35.6322402,139.7904712,
35.63002364,139.74038601,
35.72987292,139.91547022,
35.68433297,139.70251858,
35.69002764,139.83516991,
35.72356726,139.92866627,
35.6020668,139.3651506,
35.6518181,139.54379419,
35.69931665,139.77378496,
35.54978467,139.79263368,
35.6344247,139.7914973,
35.65811786,139.74336594,
35.65686276,139.99942407,
35.65879379,139.71750149,
35.7139636,139.8668214,
35.72262609,139.93017619,
35.69519725,139.6985089,
35.75135182,139.54590776,
35.60574112,139.7353127,
35.61969917,139.72855277,
35.5852255,139.6322473,
35.66222072,139.69529908,
35.6837768,139.303421,
35.67386627,139.66583252,
35.692894,139.610417,
35.63367739,139.71551657,
35.63014573,139.74042892,
35.68137872,139.76608157,
35.6954752,139.69051674,
35.6020668,139.3651506,
35.56673636,139.65730391,
35.69612271,139.57050562,
35.56925529,139.65865734,
35.68352252,139.76656437,
35.65850795,139.701325,
35.68147677,139.76779742,
35.573906,139.366895,
35.72596244,139.96254788,
35.6358525,139.7961239,
35.69527,139.615738,
35.5855163,139.6323382,
35.695358,139.615905,
35.72777124,139.77096319,
35.72843157,139.74763594,
35.7284275,139.74763216,
35.54483718,139.76805031,
35.60624407,139.73497868,
35.68417611,139.70206261,
35.66874218,139.75084667,
35.61565558,139.77611303,
35.7284451,139.74765161,
35.7284451,139.74765161,
35.68914616,139.77273844,
35.7284451,139.74765161,
35.68147677,139.76779742,
35.74898772,139.58620585,
35.63014573,139.74042892,
35.5853892,139.6323192,
35.6958025,139.70195532,
35.662505,139.697873,
35.54900659,139.75273706,
35.70601834,139.70646225,
35.66883034,139.75084869,
35.74964694,139.80514526,
35.699201,139.622209,
35.69439313,139.69280899,
35.54579195,139.76776129,
35.72855461,139.74760719,
35.73438229,139.34061972,
35.58305077,139.35658336,
35.40056399,139.5342046,
35.568853,139.393484,
35.39180845,139.52241416,
35.6431265,139.6980063,
35.58429861,139.6461753,
35.63014573,139.74042892,
35.67801912,139.76469755,
35.70110864,139.57526118,
35.6954752,139.69051674,
35.66357087,139.71094057,
35.4875526,139.6297906,
35.76379502,139.72682476,
35.67414634,139.70059603,
35.71343588,139.70906041,
35.4674597,139.62070584,
35.69973739,139.77082142,
35.69946612,139.77609339,
35.698483,139.7737619,
35.71984918,139.5826793,
35.44560834,139.62674551,
35.74931171,139.80505407,
35.6987754,139.7737893,
35.66872611,139.70501493,
35.66355,139.8598483,
35.69922476,139.77378879,
35.74977976,139.80546723,
35.6487939,139.349224,
35.704357,139.634543,
35.6991072,139.7659281,
35.52260939,139.73214109,
35.69210275,139.77167211,
35.6985962,139.77301825,
35.70655709,139.63616207,
35.6870713,139.7434156,
35.700226,139.771692,
35.68988,139.702266,
35.77804938,139.7208488,
35.77744582,139.72142443,
35.70601991,139.58164726,
35.6985962,139.77301825,
35.49929966,139.68347728,
35.57159963,139.37106869,
35.716074,139.697886,
35.66355,139.8598483,
35.78557814,139.81079936,
35.63463004,139.61090237,
35.43959142,139.62862372,
35.52260939,139.73214109,
35.64603043,139.71110702,
35.6295353,139.79473829,
35.68816284,139.76966408,
35.66515657,139.71244677,
35.653892,139.745241,
35.66669205,139.75813274,
35.642969,139.671196,
35.73733389,139.76174712,
35.73767353,139.76135015,
35.66229986,139.58487153,
35.73029335,139.70903564,
35.69329899,139.69535778,
35.65654655,139.53974605,
35.56794555,139.66339588,
35.72770157,139.77098465,
35.69536031,139.70106483,
35.66669205,139.75813274,
35.6803093,139.76775393,
35.66218075,139.76455706,
35.72810221,139.77127433,
35.66782643,139.70664424,
35.6955508,139.69221,
35.63418764,139.8938082,
35.68779405,139.6783326,
35.65675577,139.54213858,
35.6950821,139.6917502,
35.797792,139.81063,
35.69959264,139.77455735,
35.46063718,139.62009698,
35.69536031,139.70106483,
35.690983,139.634372,
35.66009696,139.72970942,
35.68490812,139.77450371,
35.67260685,139.71817195,
35.532172,139.63738939,
35.67192266,139.76422548,
35.67185355,139.47744713,
35.68958541,139.69779253,
35.6985962,139.77301825,
35.46619268,139.62269068,
35.69368245,139.70219269,
35.66,139.73,
35.6911904,139.97579263,
35.6964163,139.6916427,
35.68038731,139.76779429,
35.68032333,139.76779643,
35.70706059,139.76844679,
35.67198367,139.76395726,
35.672868,139.763171,
35.66495645,139.87517497,
35.54241685,139.4486475,
35.6017922,139.3671057,
35.65286876,139.6384171,
35.69080269,139.70027923,
35.66523752,139.87485985,
35.68219541,139.70107516,
35.74233249,139.79707718,
35.74244479,139.7968813,
35.75050434,139.68129885,
35.70028448,139.77080504,
35.74285686,139.79320556,
35.68116273,139.6916343,
35.70821607,139.77132394,
35.66076121,139.69940729,
35.6502414,139.55860198,
35.66512955,139.87489999,
35.65797184,139.57503319,
35.6295353,139.79473829,
35.67171699,139.76645251,
35.70826778,139.77123896,
35.6956481,139.6912725,
35.613476,139.6715567,
35.69966567,139.77179753,
35.66199298,139.69706799,
35.678262,139.596711,
35.6956481,139.6912725,
35.68147677,139.76779742,
35.6956481,139.6912725,
35.49880312,139.63325522,
35.63626717,139.8834309,
35.68794066,139.72006559,
35.674242,139.599998,
35.674778,139.599048,
35.671874,139.599166,
35.672074,139.598395,
35.671086,139.598564,
35.4984166,139.633115,
35.670485,139.598561,
35.74417601,139.67821141,
35.440937,139.628676,
35.44121468,139.62997465,
35.66890888,139.75082724,
35.6956481,139.6912725,
35.65873242,139.6955663,
35.74531765,139.6747109,
35.66233551,139.67010643,
35.69767363,139.77464318,
35.74531765,139.6747109,
35.46438713,139.61989716,
35.66515122,139.8747592,
35.40078153,139.53151703,
35.6956481,139.6912725,
35.6954752,139.69051674,
35.51476231,139.70872521,
35.70426907,139.77071643,
35.65820651,139.69679453,
35.69955343,139.77039456,
35.6956481,139.6912725,
35.66494141,139.87499468,
35.66508837,139.87492333,
35.64957581,139.44985494,
35.6966947,139.690696,
35.6426801,139.3196185,
35.67081835,139.74126012,
35.69080269,139.70027923,
35.6691715,139.8022825,
35.69080269,139.70027923,
35.69207688,139.69336847,
35.69080269,139.70027923,
35.66508737,139.87492375,
35.70117,139.770603,
35.654997,139.5719,
35.724002,139.623117,
35.45107355,139.63117524,
35.70553167,139.75182963,
35.72395515,139.62276907,
35.70553167,139.75182963,
35.61969917,139.72855277,
35.73028587,139.70850686,
35.66497022,139.87497853,
35.64790183,139.63610023,
35.61769212,139.72869158,
35.61888229,139.72723575,
35.67100525,139.72792053,
35.70806316,139.75275872,
35.70553167,139.75182963,
35.70553167,139.75182963,
35.65224001,139.76235867,
35.70553167,139.75182963,
35.64606093,139.66971626,
35.46619268,139.62269068,
35.66355,139.8598483,
35.70553167,139.75182963,
35.6985962,139.77301825,
35.70553167,139.75182963,
35.66082057,139.69762937,
35.70553167,139.75182963,
35.70553167,139.75182963,
35.6954752,139.69051674,
35.68814156,139.71302815,
35.69562756,139.70103708,
35.70553167,139.75182963,
35.70553167,139.75182963,
35.689354,139.698007,
35.699583,139.765222,
35.53203415,139.64822531,
35.456816,139.633072,
35.70553167,139.75182963,
35.70452608,139.58308116,
35.68958429,139.69692355,
35.57682096,139.55873501,
35.71358467,139.77644287,
35.6948458,139.6905393,
35.6985962,139.77301825,
35.65852173,139.70132603,
35.68872491,139.76222992,
35.65286876,139.6384171,
35.70220099,139.58051167,
35.70212583,139.58070874,
35.69536031,139.70106483,
35.69983224,139.77033287,
35.6948841,139.6905712,
35.636913,139.565634,
35.69997164,139.77081031,
35.40056399,139.5342046,
35.69666801,139.76005822,
35.6688446,139.75086259,
35.637639,139.563308,
35.73030136,139.71442759,
35.7856146,139.6268826,
35.66937762,139.80651855,
35.61969917,139.72855277,
35.644429,139.667241,
